2017-05-09 22:55:12.850416,1494384913.000599,Don Valley Pkwy N,24724,1406,1501
1494385027.767058,2017-05-09 22:57:07.625036,Don Valley Pkwy N,25253,1389,1478
1494385056.513396,Don Valley Pkwy N,25253,1359,1478,2017-05-09 22:57:36.369019
